The Union Cabinet chaired by Prime Minister Shri Narendra Modi has approved the proposal for closure of Autonomous Bodies, namely, Rashtriya Arogya Nidhi (RAN) and Jansankhya Sthirata Kosh (JSK) and the functions are proposed to be vested in Department of Health & Family Welfare (DoHFW).	ପ୍ରଧାନମନ୍ତ୍ରୀ ଶ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦୀଙ୍କ ଅଧ୍ୟକ୍ଷତାରେ ଅନୁଷ୍ଠିତ କେନ୍ଦ୍ର କ୍ୟାବିନେଟ ବୈଠକରେ ସ୍ୱାସ୍ଥ୍ୟ ଏବଂ ପରିବାର କଲ୍ୟାଣ ବିଭାଗ ଅଧୀନ ସ୍ୱାୟତ୍ତ ଶାସନ ସଂସ୍ଥାଗୁଡ଼ିକୁ ଯୁକ୍ତିସଂଗତ କରିବା ପ୍ରସ୍ତାବକୁ ଅନୁମୋଦନ କରାଯାଇଛି ।
The rationalization of Autonomous Bodies under Department of Health & Family Welfare will involve inter-ministerial consultations and review of existing bye laws of these bodies.	ଏହି ସଂସ୍ଥାଗୁଡ଼ିକରେ ଜାତୀୟ ଆରୋଗ୍ୟ ପାଣ୍ଠି (ଆରଏଏନ) ଏବଂ ଜନସଂଖ୍ୟା ସ୍ଥିରତା ପାଣ୍ଠି (ଜେଏସକେ) ସାମିଲ ରହିଛି ।
The time frame for implementation is one year,	ଏହାର କାର୍ଯ୍ୟପ୍ରଣାଳୀ ସ୍ୱାସ୍ଥ୍ୟ ଏବଂ ପରିବାର କଲ୍ୟାଣ ବିଭାଗ ଅଧୀନରେ ରଖାଯିବାର ମଧ୍ୟ ପ୍ରସ୍ତାବ ରହିଛି ।
Rashtriya Arogya Nidhi (RAN) was set up as a registered society to provide financial medical assistance to poor patients receiving treatment in designated central government hospitals.	ଜାତୀୟ ଆରୋଗ୍ୟ ପାଣ୍ଠିର ଗଠନ ଏକ ପଞ୍ଜିକୃତ ସୋସାଇଟି ରୂପରେ କରାଯାଇଥିଲା, ଯଦ୍ଦ୍ୱାରା କେନ୍ଦ୍ର ସରକାରୀ ଡାକ୍ତରଖାନାରେ ଚିକିତ୍ସା କରାଉଥିବା ଗରିବ ରୋଗୀମାନଙ୍କୁ ଆର୍ଥିକ ଚିକିତ୍ସା ସହାୟତା ଦିଆଯାଇପାରିବ ।
An advance is placed with the Medical Superintendents of such hospitals who then provide assistance on a case to case basis.	ଅଗ୍ରୀମ ଅର୍ଥରାଶି ଏହି ହସପିଟାଲକୁ ଚିକିତ୍ସା ନିରୀକ୍ଷକମାନଙ୍କୁ ଦିଆଯିବ, ଏମାନେ ପ୍ରତ୍ୟେକ ମାମଲାକୁ ଦେଖି ସହାୟତା ପ୍ରଦାନ କରିବେ ।
Since the DoHFW provides funds to the hospitals, the grants can be given from the Department to the hospital directly.	ଯେହେତୁ ସ୍ୱାସ୍ଥ୍ୟ ଏବଂ ପରିବାର କଲ୍ୟାଣ ବିଭାଗର ଡାକ୍ତରଖାନାଗୁଡ଼ିକୁ ଅର୍ଥରାଶି ପ୍ରଦାନ କରୁଛି ସେଥିପାଇଁ ବିଭାଗ ଦ୍ୱାରା ଡାକ୍ତରଖାନାଗୁଡ଼ିକୁ ସିଧାସଳଖ ଅନୁଦାନ ଦିଆଯାଇପାରିବ ।
RAN functions can, therefore, be vested in DoHFW.	ସେହିପରି ଆରଏଏନ କାର୍ଯ୍ୟପ୍ରଣାଳୀକୁ ସ୍ୱାସ୍ଥ୍ୟ ଏବଂ ପରିବାର କଲ୍ୟାଣ ବିଭାଗ ଅଧୀନକୁ ଅଣାଯିବ ।
Managing Committee of RAN Society will meet to dissolve the Autonomous Body (AB) as per provisions of Societies Registration Act, 1860 (SRA).	ଆରଏଏନ, ସୋସାଇଟିର ପରିଚାଳନା ସମିତି ସୋସାଇଟି ପଞ୍ଜିକରଣ ଅଧିନିୟମ, 1860ର ବ୍ୟବସ୍ଥା ଅନ୍ତର୍ଗତ ସ୍ୱାୟତ୍ତଶାସନ ସଂସ୍ଥାଗୁଡ଼ିକୁ ରଦ୍ଦ କରିବା ଲାଗି ବୈଠକ କରିବେ ।
In addition to this, Health Minister’s Cancer Patient Fund (HMCPF) shall also be transferred to the Department.	ଏହାବ୍ୟତୀତ ସ୍ୱାସ୍ଥ୍ୟମନ୍ତ୍ରୀଙ୍କ କର୍କଟ ରୋଗୀ ପାଣ୍ଠିକୁ ମଧ୍ୟ ବିଭାଗକୁ ସ୍ଥାନାନ୍ତରିତ କରିଦିଆଯିବ ।
The timeline required for this is one year.	ଏଥିପାଇଁ ଗୋଟିଏ ବର୍ଷର ସମୟ ଦିଆଯାଇଛି ।
JSK organizes various activities with target populations as a part of its mandate.	ଜିଏସକେ ଲକ୍ଷ୍ୟ ରଖାଯାଇଥିବ ଜନସଂଖ୍ୟାକୁ ଦୃଷ୍ଟିରେ ରଖି ବିଭିନ୍ନ ଗତିବିଧିର ଆୟୋଜନ କରିଥାଏ ।
There has been no continuous funding to JSK from the Ministry.	ମନ୍ତ୍ରଣାଳୟ ଦ୍ୱାରା ଜିଏସକେର କୌଣସି ଲଗାତାର ଅର୍ଥ ଯୋଗାଣ କରାଯାଏ ନାହିଁ ।
Population stabilization strategies require private and corporate funding, which can be accessed through JSK.	ଜନସଂଖ୍ୟା ସ୍ଥିରୀକରଣ ରଣନୀତିର ଘରୋଇ ଏବଂ କର୍ପୋରେଟ ଅର୍ଥଯୋଗାଣର ଆବଶ୍ୟକତା ରହିଛି, ଯାହା ଜିଏସକେ ଜରିଆରେ ସମ୍ଭବ ।
Although, JSK will continue to play a significant role in population stabilization strategies, its existence as an Autonomous Body is not necessary.	ଯଦିଓ ଜିଏସକେ ଜନସଂଖ୍ୟା ସ୍ଥିରୀକରଣ ରଣନୀତିରେ ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ ତୁଲାଇବ, କିନ୍ତୁ ଏକ ସ୍ୱାୟତ୍ତ ଶାସନ ସଂସ୍ଥାରୂପରେ ଏହାର ଅସ୍ତିତ୍ୱ ଆବଶ୍ୟକ ପଡ଼ିବ ନାହିଁ ।
Hence, JSK as an Autonomous Body can be closed as it can be administered by the Department as a fund.	ସେହିପରି ଏକ ସ୍ୱାୟତ୍ତ ଶାସନ ସଂସ୍ଥା ରୂପରେ ଜିଏସକେକୁ ବନ୍ଦ କରି ଦିଆଯାଇପାରିବ କାରଣ ପାଣ୍ଠି ଆକାରରେ ଏହାର କାର୍ଯ୍ୟ ବିଭାଗ ଦ୍ୱାରା କରାଯିବା ସମ୍ଭବ ।
Prime Minister Narendra Modi met Her Majesty Queen Maxima of the Kingdom of the Netherlands today.	ପ୍ରଧାନମନ୍ତ୍ରୀ ଶ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦୀ ଆଜି ନେଦରଲାଣ୍ଡ ସାମ୍ରାଜ୍ୟର ମହାରାଣୀ ମହାମହିମ ମେକ୍ସିମାଙ୍କ ସହିତ ସାକ୍ଷାତ କରିଥିଲେ ।
Queen Maxima is visiting India in her capacity as UN Secretary-General’s Special Advocate for Inclusive Finance for Development.	ମହାରାଣୀ ମେକ୍ସିମା ସମେତ ଆର୍ଥିକ ବିକାଶ ପାଇଁ ସଂଯୁକ୍ତ ରାଷ୍ଟ୍ରର ମହାସଚିବ ଭାବେ ସ୍ୱତନ୍ତ୍ର ଦୂତ ରୂପେ ଭାରତ ଗସ୍ତରେ ଆସିଛନ୍ତି ।
Prime Minister Modi and Queen Maxima discussed the various initiatives taken in the last few years by the Government of India for enhancing financial inclusion in India, such as Jan Dhan Yojana, Pradhan Mantri Jeevan Jyoti Bima Yojana, Pradhan Mantri Suraksha Bima Yojana, and Atal Pension Yojana.	ପ୍ରଧାନମନ୍ତ୍ରୀ ଶ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦୀ ଏବଂ ମହାରାଣୀ ମେକ୍ସିମା ଭାରତ ସରକାରଙ୍କ ଦ୍ୱାରା ବିଗତ ବର୍ଷଗୁଡିକରେ ଆର୍ଥିକ ଅଭିବୃଦ୍ଧି ପାଇଁ ଜନଧନ ଯୋଜନା, ପ୍ରଧାନମନ୍ତ୍ରୀ ଜୀବନ ଜ୍ୟୋତି ବୀମା ଯୋଜନା, ପ୍ରଧାନମନ୍ତ୍ରୀ ବୀମା ସୁରକ୍ଷା ଯୋଜନା ତଥା ଅଟଳ ପେନସନ ଯୋଜନା ଭଳି ବିଭିନ୍ନ ପଦକ୍ଷେପଗୁଡିକ ଉପରେ ଆଲୋଚନା କରିଥିଲେ ।
Queen Maxima appreciated the progress achieved by these initiatives.	ମହାରାଣୀ ମେକ୍ସିମା ଏହିସବୁ ପଦକ୍ଷେପ ଜରିଆରେ ହୋଇଥିବା ବିକାଶର ବେଶ ପ୍ରଶଂସା କରିଥିଲେ ।
The two leaders also discussed global development finance.	ଦୁଇ ନେତା ବୈଶ୍ୱିକ ଆର୍ଥିକ ବିକାଶ ଉପରେ ମଧ୍ୟ ଆଲୋଚନା କରିଥିଲେ ।
The Union Cabinet, chaired by the Prime Minister Shri Narendra Modi, has given its ex-post facto approval for amendments to Section 44 and consequential amendments of the Lokpal and Lokayuktas Act, 2013 by introducing the Lokpal and Lokayuktas (Amendment) Bill, 2016 in the Parliament.	ପ୍ରଧାନମନ୍ତ୍ରୀ ଶ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦୀଙ୍କ ଅଧ୍ୟକ୍ଷତାରେ ବୁଧବାର (10.08.2016) ଅନୁଷ୍ଠିତ କେନ୍ଦ୍ର କେବିନେଟ ବୈଠକରେ ଲୋକପାଳ ଓ ଲୋକାୟୁକ୍ତ (ସଂଶୋଧନ) ବିଲ୍, 2013 ର ଧାରା-44 ରେ ସଂଶୋଧନକୁ କାର୍ଯୋତ୍ତର ମଞ୍ଜୁରି ମିଳିବା ସହ ଲୋକପାଳ ଓ ଲୋକାୟୁକ୍ତ (ସଂଶୋଧନ) ବିଲ୍ 2013 ରେ ତଦନୁଯାୟୀ ସଂଶୋଧନକୁ ମଞ୍ଜୁରି ମିଳିଛି ।
The amendments are in line with one of the recommendations of the Standing Committee.	ସଂସଦୀୟ ସ୍ଥାୟୀ କମିଟି ପକ୍ଷରୁ ପ୍ରସ୍ତାବିତ ଗୋଟିଏ ସୁପାରିଶ ଅନୁସାରେ ଏଭଳି ସଂଶୋଧନ ଘଟାଯାଇଛି ।
The Centre was inaugurated at Jangla Development Hub, in the aspirational district of Bijapur in Chhattisgarh.	ଛତିଶଗଡ଼ର ଅଭିଳାଷୀ (ପଛୁଆ) ଜିଲ୍ଲା ବିଜାପୁରର ଜଙ୍ଗଲା ବିକାଶ ହବ ଠାରେ ଏହି କେନ୍ଦ୍ର ଉଦଘାଟନ କରାଯାଇଥିଲା ।
At the inauguration of the Health and Wellness Centre, he interacted with ASHA workers.	ସ୍ୱାସ୍ଥ୍ୟ ଏବଂ କଲ୍ୟାଣ କେନ୍ଦ୍ରର ଉଦଘାଟନ ଅବସରରେ ସେ ଆଶା କର୍ମୀମାନଙ୍କ ସହିତ ଆଲୋଚନା କରିଥିଲେ ।
He visited a model Anganwadi Centre, and interacted with Anganwadi workers and beneficiary children of Poshan Abhiyan.	ସେ ଆଦର୍ଶ ଅଙ୍ଗନୱାଡ଼ି କେନ୍ଦ୍ର ପରିଦର୍ଶନ କରିଥିଲେ ଏବଂ ପୁଷ୍ଟିସାଧନ ଅଭିଯାନର ହିତାଧିକାରୀ ଶିଶୁ ଓ ଅଙ୍ଗନୱାଡ଼ି କର୍ମୀଙ୍କ ସହିତ ଆଲୋଚନା କରିଥିଲେ ।
He visited a Haat Bazaar Health Kiosk and interacted with health workers.	ସେ ହାଟ ବଜାର ସ୍ୱାସ୍ଥ୍ୟ କିଓସ୍କ ପରିଦର୍ଶନ କରି ସ୍ୱାସ୍ଥ୍ୟକର୍ମୀଙ୍କ ସହିତ ମତବିନିମୟ କରିଥିଲେ ।
The Prime Minister then arrived at the venue of the public meeting.	ସେ ମଧ୍ୟ ଗ୍ରାମୀଣ ବିପିଓ କର୍ମଚାରୀମାନଙ୍କ ସହିତ ବାର୍ତ୍ତାଳାପ କରିଥିଲେ ।
He launched the Van Dhan Yojana, which aims at empowering tribal communities.	ପ୍ରଧାନମନ୍ତ୍ରୀ ଜନସଭା ସ୍ଥଳରେ ଆଦିବାସୀଙ୍କ ସଶକ୍ତିକରଣ ପାଇଁ ଉଦ୍ଦିଷ୍ଟ ବନ ଧନ ଯୋଜନାର ଶୁଭାରମ୍ଭ କରିଥିଲେ ।
It envisages a mechanism for marketing of Minor Forest Produce through Minimum Support Price and development of value chain for MFP.	ଲଘୁ ବନଜାତ ଦ୍ରବ୍ୟ (Minor Forest Product) ପାଇଁ ମୂଲ୍ୟ ଶୃଙ୍ଖଳା ବିକଶିତ କରିବା ଏବଂ ଏଥିପାଇଁ ସର୍ବନିମ୍ନ ସହାୟକ ମୂଲ୍ୟ ନିର୍ଦ୍ଧାରଣ କରି ଏହାର ବଜାରୀକରଣ ପାଇଁ ବ୍ୟବସ୍ଥା ପ୍ରସ୍ତୁତ କରିବା ଏହି ଯୋଜନାର ଉଦ୍ଦେଶ୍ୟ ।
