The Union Cabinet chaired by Prime Minister Shri Narendra Modi has approved the proposal for closure of Autonomous Bodies, namely, Rashtriya Arogya Nidhi (RAN) and Jansankhya Sthirata Kosh (JSK) and the functions are proposed to be vested in Department of Health & Family Welfare (DoHFW).	প্রধানমন্ত্রী শ্রী নরেন্দ্র মোদীনা লুচিংবা কেন্দ্রগী মন্ত্রীমন্দলনা রাষ্ট্রিয়া অরোগ্যা নিধী (আরএএন) অমসুং জনসনখ্যা অস্থিরতা কোশ (জেএসকে)গুম্বা ওতোনোমস বোদীশিং থিংজিন্নবা ৱাফম অমসুং মখোয়গী মথৌশিং অদু দিপার্তমেন্ত ওফ হেল্থ এন্দ ফেমিলী ৱেলফেয়ার (দিওঐছএফদবল্যু)দা শিন্ননবা ৱাফম অদু অয়াবা পীখ্রে ।
The time frame for implementation is one year,	ইমপ্লিমেন্ত তৌবগী তাইম ফ্রেম অসি চহী অমনি ।
Rashtriya Arogya Nidhi (RAN) was set up as a registered society to provide financial medical assistance to poor patients receiving treatment in designated central government hospitals.	রাষ্ট্রিয়া অরোগ্যা নিধী (আরএএন) অসি অকক্নবা কেন্দ্র সরকারগী হোস্পিতালশিংদা অনা লায়েংলিবা লাইরবা অনাবশিংদা ফাইনান্সএল মেদিকেল মতেং ফংহন্নবা রেজিস্তার তৌরবা সোসাইতী অমগুম লিংখৎখি ।
Since the DoHFW provides funds to the hospitals, the grants can be given from the Department to the hospital directly.	দিওঐছএফদবল্যুনা হোস্পিতালশিংদা ফন্দশিং পিথবা ওইবনা, গ্রান্তশিং অদু দিপার্তমেন্তদগী হোস্পিতালদা দাইরেক্ত পিবা য়ারে ।
There has been no continuous funding to JSK from the Ministry.	মন্ত্রালয়দগী জেএসকেদা মখা তাবা শেন্থং ফদ্রে ।
Hence, JSK as an Autonomous Body can be closed as it can be administered by the Department as a fund.	পোপুলেসন স্তেবিলাইজেসন স্ত্রেতেজীশিংনা প্রাইভেত অমসুং কোর্পোরেত ফন্দিং মথৌ তাই ।
Prime Minister Narendra Modi met Her Majesty Queen Maxima of the Kingdom of the Netherlands today.	প্রধান মন্ত্রী শ্রী নরেন্দ্র মোদীনা ঙসি নীদর্লেন্দ লৈবাক্কী মহারানী মেক্সিমাগা উনখ্রে।
Queen Maxima is visiting India in her capacity as UN Secretary-General’s Special Advocate for Inclusive Finance for Development.	য়ু এন সেক্রেতরী জেনরেলগী স্পিসিয়েল এদভোকেৎ ওইনা মহারানী মেক্সিমা ভারত্তা লাকপনি।
Prime Minister Modi and Queen Maxima discussed the various initiatives taken in the last few years by the Government of India for enhancing financial inclusion in India, such as Jan Dhan Yojana, Pradhan Mantri Jeevan Jyoti Bima Yojana, Pradhan Mantri Suraksha Bima Yojana, and Atal Pension Yojana.	প্রধান মন্ত্রী মোদী অমসুং মহারানী মেক্সিমানা জন ধন য়োজনা, প্রধান মন্ত্রী জীবন জ্যোতি বীমা য়োজনা, প্রধান মন্ত্রী সুরক্সা বীমা য়োজনা অমসুং অতল পেন্সন য়োজনা অসিনচীংবা ভারত্তা ফাইনান্সিয়েল ইনক্লুজন হেঙ্গৎহন্নবগীদমক্তা ভারত সরকারনা পায়খৎলিবা তোঙান তোঙানবা ইনিসিয়েতিবশিংদা খন্ন-নৈনখি।
Queen Maxima appreciated the progress achieved by these initiatives.	লুচীংবা অনিনা গ্লোবেল দিবেলপমেন্ত ফাইনান্সকী মরমদসু খন্ন-নৈনখি।
